"","X1","X","C1","C2","Ylin1","Ylin2","Ylin3","Ylin4","Ybin1","Ybin2","Ybin3","Ybin4","Ybin5"
"610",610,1,2.31546165920765,-0.217213992686477,0.0346050778886084,-0.788186020837918,0.872633805481945,-0.0908079699882244,0,0,0,0,0
"611",611,1,0.837186359291997,-0.0719174505309123,0.0341171807934234,-0.420897993957637,-0.857946169786888,-0.465157760328936,1,0,1,1,0
"612",612,0,-1.16944021755789,-0.944198603589468,-2.28413196218359,-0.0130718460994555,0.936016437882519,-0.33843708069527,1,0,0,0,0
"613",613,0,0.449167448972586,-1.16155338609669,0.164682983505341,-2.71213637121573,-1.57464555364345,0.0314072992719783,0,1,0,0,0
"614",614,1,-0.220438967377978,0.306093169860923,-1.17106613915473,1.23218004673239,0.0647053456991983,-0.43786979561843,1,0,1,1,0
"615",615,1,-0.389765793053927,0.619449600791297,-0.259839280070165,-0.531313410541736,-0.685738825272814,-0.830385775414784,1,1,1,0,0
"616",616,0,1.61779107562149,-0.349976282405383,-0.249025774341396,-0.691648639674476,-1.46396208588136,-1.21946267537039,0,0,0,1,0
"617",617,0,1.10285028708486,0.24250577422153,-1.12300606575448,-0.0162423641489157,-1.40385468192985,-1.77233635259648,0,0,0,0,0
"618",618,0,1.9202487771743,0.172041127274715,-0.290763956126619,-0.229758039798406,0.247100312502747,0.245134901913426,0,1,0,1,0
"619",619,0,-0.874735781459571,0.933422427743622,-0.0427929129653011,1.2412877944392,1.35955226684947,-0.433701322866656,1,1,1,0,0
"620",620,0,-0.387534673746177,0.418176555778345,-0.821120760322264,0.598371195904581,0.0286007777012753,-0.616917523429267,0,0,1,0,0
"621",621,0,0.485605248740133,0.619086056788181,0.464954994123393,-0.237750914134186,-2.29754071779588,-0.308625837181619,1,1,1,0,0
"622",622,0,-1.70209030047184,1.14318597109901,0.423451462004279,0.66168453295805,0.156808339025545,-0.629893319259834,0,0,0,0,0
"623",623,0,0.382395969035603,1.31219215626867,1.38951836920349,-1.19706682464045,-0.162360278176498,-0.0536411331740138,1,1,0,1,0
"624",624,1,0.446715447869542,-0.133250179519313,1.9534058810102,1.11463238831341,0.697785450150331,1.28303785930973,1,0,1,1,0
"625",625,1,0.948527385306772,0.481096028741083,-0.991063288518178,0.487391682617614,0.311580493208267,1.68899314377569,0,1,1,0,0
"626",626,0,-1.68097518533878,0.404553592461129,-0.0313727068058558,-0.0438044595947045,-0.986544673539069,1.18301774903774,0,1,0,1,0
"627",627,0,-1.07199573483071,0.0536892777302279,-1.63988229502187,0.787351429581964,0.525349102729979,-0.557762817913417,1,0,0,0,0
"628",628,1,0.216110622755309,1.48851543156059,0.632934382331336,-1.28298845227258,-0.926310854225263,1.26766077723619,1,1,1,1,0
"629",629,1,0.844460919399669,0.664327750461702,-0.384500790026083,1.45948258994235,1.20265634070464,-0.830496948768852,0,1,0,0,0
"630",630,1,1.56497256938903,1.08080807564553,-0.650023949964125,0.897965291733656,-0.423334017608407,-0.0292488928785357,1,1,1,1,0
"631",631,0,0.611262234418064,-0.397271076075758,-0.264859757859491,-0.262812867735283,-0.0211741873142761,-0.885306780160539,1,0,1,0,0
"632",632,0,1.22553558367441,1.55878903993775,-0.621816468489127,-1.01579137382082,0.933771218450807,1.44484375613121,0,1,0,0,0
"633",633,0,-1.12217857615521,-0.378618122658542,-0.698506673004567,0.389752842492886,-0.771944995808935,-1.90102340243137,0,1,0,1,0
"634",634,0,0.0381326669222116,-0.48169174647046,0.16029692274814,2.15271631351139,0.650784678798429,-0.570410203945173,0,0,1,0,0
"635",635,0,0.322570681770941,-0.883986902334553,-0.234120658513121,0.0634773325034644,0.289338276146964,0.0768801538608347,0,0,0,0,0
"636",636,0,0.567818051428719,0.0338794677789874,-0.869663821391813,-0.142730824004956,-1.82194034218528,0.31782115729183,0,0,1,0,0
"637",637,1,-0.993460317775234,0.986300956577821,-0.651942709723532,0.198457557401504,-0.569778771314822,-0.952692042842252,0,1,1,1,0
"638",638,1,1.19396647965296,0.315893031691104,0.735261346446752,0.712558124148347,-1.77232120074226,1.33866767612757,1,0,0,0,0
"639",639,0,-1.81496624249612,0.132764961940832,0.218235275240058,-0.431724075143161,0.22657132919703,1.78341234786747,1,1,1,1,0
"640",640,0,0.74410835073993,-1.37347701439854,1.56458130067198,-0.66053299450701,-1.62433051227496,0.615061222457148,1,1,1,0,0
"641",641,1,-0.105804873939325,-0.99199171070441,0.839120509894464,0.565816119751997,-0.413475805716926,-1.12133357022672,1,1,0,0,0
"642",642,1,1.60464717208073,2.31621591895076,1.35430603163758,2.16632663301155,0.895983056754656,0.57389694763521,0,1,1,0,0
"643",643,0,1.45820625401116,1.37695960033982,0.0887869264174375,-1.27825802408749,-2.07475153870176,-2.34456592780258,1,1,0,0,0
"644",644,1,-1.28601599756259,1.12593696193892,-0.199204370885219,0.823222149077867,-0.713906146085407,1.39813158866803,0,1,1,0,0
"645",645,0,-0.578153484919667,0.181365854991563,-0.141004907840278,-0.474015136512997,-0.0444061425631263,-0.518299998874026,1,0,1,1,0
"646",646,0,-0.0467558681547073,0.0308133863662442,0.722082920825631,-1.71910981044015,-0.269995256455982,0.733464442084935,0,0,0,1,1
"647",647,1,-1.46051876431381,-0.784595373038809,1.06120291503595,-0.971481532741096,0.217252097220275,-0.161098990159842,0,1,0,1,0
"648",648,1,0.534235433993559,1.5972184125373,1.09136641295385,-0.0416143261441203,-0.605444626818843,-1.033123131153,0,1,1,0,0
"649",649,0,-0.155307446803984,0.188493038312882,-0.646526632627522,1.23710993454979,0.217147036731018,0.104579564284368,1,0,0,1,1
"650",650,1,0.966745422958028,1.70960714886633,0.43415559962746,-0.191755873143779,1.48608452099869,-1.24732213260083,1,1,1,0,0
"651",651,0,1.21945755633051,-1.9996764629998,-1.22678099815649,-0.685958816680068,-0.206537354197009,-0.321443092585178,1,0,1,0,0
"652",652,0,0.156596376852207,-1.47483224021245,0.167682218059142,2.40718956376793,-0.125666239420136,0.256977706590715,0,1,1,1,0
"653",653,1,0.859943533317768,0.515186828060299,1.01707459769921,0.290840142029309,-0.0557824300847756,-0.363456385635443,0,1,1,1,0
"654",654,0,-0.0856811850125938,-0.497510022797285,0.779729075197043,0.49738776244953,-0.155655237459845,1.83023558240463,1,1,1,1,0
"655",655,1,1.21597095622356,0.0889463600360155,0.0236852528893784,-1.17190599989949,0.314224826245809,-0.658567457114164,0,0,1,1,0
"656",656,0,-0.156807671068881,-0.676520889298092,-0.209515640844691,0.126166722952985,0.157752035087038,-1.122978959519,1,0,1,0,0
"657",657,0,-0.673695132110774,0.304795111987938,-2.59884036286926,-1.03982866083126,-1.0531104958915,0.13706353901677,0,0,1,0,0
"658",658,0,-0.00975285866480745,-0.210445921639754,-2.24040687713264,-0.866127389125187,0.0353833318543082,0.90532298097544,1,1,1,1,0
"659",659,0,0.410067321847068,-0.996120401880889,1.49249042033849,-0.850010633930857,-0.989497048512744,-0.981375519816357,1,1,0,1,0
"660",660,0,0.813799633479526,-1.12001032236842,0.572947838091442,0.929371794019218,-0.871137999925423,1.59757134911752,0,1,0,1,0
"661",661,0,0.0250829440535125,0.401180048723875,-0.877547796972402,0.771938507322152,-0.334834956192152,0.240496939481024,0,0,0,1,0
"662",662,1,-1.68526090186996,-1.87617474619319,0.899600063544373,-0.507221411901465,0.547446373712768,0.575755657288747,1,1,1,1,0
"663",663,0,-1.22484774145379,-0.0813159716735273,-0.116825718982605,1.3705381887919,-0.501352407098013,-1.989755205682,1,1,0,1,1
"664",664,0,1.14548705058122,-1.68613976250901,-0.310191321855985,-0.468858969130424,0.19108082667032,-1.95732658771836,0,1,1,1,0
"665",665,0,-0.0277730293250999,-0.224187022609869,-1.10390087026808,1.17391085076642,-0.743690441826126,0.00771805967086748,0,0,0,1,0
"666",666,1,0.947375188641498,0.222695071971171,0.781908972477947,0.0751652696378881,1.06802012940159,1.29913706154682,0,1,1,1,0
"667",667,0,-1.82691566485678,-2.18926446656075,0.348774783720502,-0.227677889662645,-1.11954222666411,0.577493146866304,1,1,1,1,0
"668",668,0,-0.138779297327711,-0.0933898950825337,-0.625532555573442,0.447064821899567,-0.351241544540508,0.936820517223052,1,1,1,1,0
"669",669,0,0.857214007507601,0.399479188206153,1.15975179106239,0.432924863887038,-1.03102783641356,1.08750944070647,1,1,0,1,0
"670",670,0,0.613569780000137,0.0276096399181579,-0.605303982001987,-1.31591410729443,0.147750606306189,0.734183438262842,0,1,0,0,0
"671",671,1,0.190959365406472,0.80765592791748,1.47654843778171,-0.291899884849584,-0.209491467619071,-0.925367670425391,1,0,1,1,0
"672",672,0,0.356497831586395,-0.42130993255272,-2.87452922569754,-0.293707896193058,-0.273917645503173,-0.38034244092745,0,0,1,0,0
"673",673,0,-1.98662400983846,0.148511329243605,-0.499609999424709,-0.217503815223164,0.817281117796131,1.34084070903153,0,1,0,1,0
"674",674,0,0.551962706795582,0.892019621310183,-0.188105946040807,1.22242038146787,0.60343076660921,0.640720154202785,1,1,1,0,0
"675",675,1,-0.0787145425180368,-1.544618285708,0.0216689804174087,0.647068213628933,-0.587345051559348,-0.021679141473708,0,0,1,1,0
"676",676,0,1.31339479420599,-1.82526783488482,-0.54115484580226,-0.547484992869571,-1.6260669200937,0.251963148965197,0,1,1,0,0
"677",677,0,-0.446543131745672,-0.805532648458224,1.87558349418415,-0.166296149937985,-0.719032886375492,-1.11677862338265,0,0,0,0,0
"678",678,0,-0.755550363586101,-0.69235428092016,0.781924575085532,0.23698387904616,-0.491312900351884,1.85807198447927,1,0,0,0,0
"679",679,0,0.147015928992397,0.310691217474398,-0.685915392921128,0.554266881006514,0.02716574599094,0.332116865463182,0,1,1,0,0
"680",680,1,0.206209677806135,0.00285940936131423,-0.0382431111158293,0.196755971581279,2.08205963181464,0.482250498783319,0,0,1,1,0
"681",681,1,-1.93915563880638,0.254603436413856,0.459765316659244,-0.578339403005389,-0.491194616745982,1.65825931428428,0,1,0,0,0
"682",682,0,-0.82073813680016,0.244215213093693,0.431627504947345,1.42080597440388,-0.914464978064925,-0.0199988360065136,0,0,0,1,0
"683",683,1,0.532730618757053,1.74714905948746,0.703749610045977,1.67579288891528,0.328615657756579,-0.636441455077096,1,0,1,0,0
"684",684,1,2.66874982268556,-0.558451367310735,-1.07146955892457,1.29972184187685,-0.912569323115374,-0.0226317818214739,0,1,0,1,0
"685",685,1,0.902863210380832,1.84532632796066,-1.18744603140613,0.562017470292343,-0.543309504049099,1.14219653819621,1,1,1,0,0
"686",686,1,0.922251205569984,-2.6813188423009,0.11947235952405,1.307885016173,0.917138360953545,-0.0644271555413015,1,1,1,1,0
"687",687,1,-0.186637324715196,1.22812881337431,0.727329919140471,1.42020987761206,0.286169523578585,0.595417044320564,1,0,0,0,0
"688",688,0,0.690526501710059,1.79886673535286,-0.345703447763775,0.719732048471746,0.364359490142588,0.389856093019892,0,1,0,1,0
"689",689,1,-0.101125523203067,0.761969332935324,-0.861840254261671,1.65711160771878,-0.158556796413103,0.623163616524211,1,0,0,0,0
"690",690,0,-0.678922098958339,-1.10715166765189,-0.625653112891809,-1.51990303239559,-0.149187865635599,0.359277329378491,0,0,1,0,0
"691",691,1,0.780371609357898,0.402448406232187,1.64022996759054,1.66694136692623,1.47719792647171,1.9622793688904,1,1,1,1,1
"692",692,1,-0.485966308591843,-0.880966122674072,1.38438870407299,0.0837281221349205,1.09079887664716,1.50689888153164,0,1,1,0,0
"693",693,1,-1.03374447591865,-0.93939919121384,1.13829851186684,-0.557092944805086,0.113544477914496,-0.111590403808101,1,1,0,1,0
"694",694,0,-2.90239723877048,-1.43153311445344,1.26841157389346,-1.42507281818968,-2.26381452734363,-2.77378450615713,0,1,1,0,0
"695",695,1,0.27168083271464,-1.74860317619617,1.58875080444411,0.935014171671004,-0.330616554702442,0.53683791097773,0,0,0,0,0
"696",696,0,-0.4077468447847,-1.48700962595066,-1.70605741903183,2.04662684442331,-0.0730693365105569,0.408865498963058,1,0,0,1,0
"697",697,1,0.677806290527273,-1.05186021603367,0.493474017650706,0.548717845579919,-1.4064420075566,-0.783789372613925,1,1,1,0,0
"698",698,0,-1.2668084175346,-2.20507495196144,-1.24432691581807,-0.357705459851373,0.830159906643004,-0.902676713409649,1,1,1,0,0
"699",699,1,-0.882346817910374,-0.824566930022143,0.534445068819844,-1.75527358027865,-0.266558846398159,-1.25933007962929,1,0,1,0,0
"700",700,1,1.4307575931709,-0.439268071853339,0.657221664974615,-0.741913611430839,0.772183455367043,0.165392015501973,1,0,1,0,0
"701",701,1,0.116988675422062,0.08806998628141,0.357544107561131,1.04692694358496,-1.50836845198445,0.846360475332987,1,1,1,1,0
"702",702,1,0.751979038503324,1.62554646120676,0.690149804672163,0.894488078405808,1.84570068784836,2.96028913984304,1,1,1,0,0
"703",703,0,0.65602146590721,-1.57380968007739,0.928961618147282,-1.75000859557277,-1.79469659087512,0.309200805488839,1,0,1,0,0
"704",704,1,-1.35893124943648,1.28754149319036,-0.422469011095885,1.99582309902106,-0.682058531288345,-1.54651035408209,0,0,1,1,0
"705",705,0,0.128068656311778,0.601799179275541,-0.132594947508983,-1.37883893817367,-0.3101288705766,-1.5386096175043,1,0,0,1,0
"706",706,0,-1.15643237670934,1.3352812356643,-0.170659025736738,-0.943802460968905,-0.819861510505321,0.144034978057791,1,1,0,1,0
"707",707,0,-0.719277618160583,-0.49142171408444,0.533940094056591,1.39472360783758,-0.518395303428528,-0.600336732919957,0,0,1,1,0
"708",708,1,-0.686142341822688,-0.766635510065916,1.39079866841248,1.83567482510685,1.67241741842229,-0.00150321029354683,1,1,0,1,0
"709",709,1,1.22571086442658,1.29364013888448,0.37925004962245,-0.925222494872388,1.27607935942353,1.12713388408383,1,0,0,1,0
"710",710,0,-1.63818194626483,-0.495501137879499,0.182707191416689,0.747098573760347,-0.516444814353136,0.718248760296365,0,0,0,0,0
"711",711,0,1.6437459957508,1.06465734881305,-0.596325238555952,0.735831811468432,-0.474678790359199,-0.781703691832904,0,1,0,0,0
"712",712,0,1.22589727324831,1.41570925226045,1.28559389304386,-1.71141212876196,-0.528615855196786,0.416588880116902,0,0,1,0,0
"713",713,1,-0.306723427080228,-0.198021946169332,-1.44884233371506,0.437434615546034,-0.170940221791783,-0.491591119198007,0,1,1,0,0
"714",714,1,-2.73073788838037,-0.87651228030226,-0.0757710672833209,1.61195631962053,-0.560316608111823,-0.521074324494954,0,1,1,1,0
"715",715,1,-0.0917969712208521,0.027473816418163,0.409505140519237,1.01769318734005,0.446663239261491,0.321681456467509,0,1,1,0,0
"716",716,0,-0.90140297724051,-0.766599776351225,-1.66563194551383,0.0503110452662048,0.0573718632015117,-0.107550957488002,0,0,0,0,0
"717",717,0,0.382315094301004,-0.270352111730336,0.211470827644374,0.675189444097814,0.733825935499108,-0.730450067127404,1,0,1,0,0
"718",718,1,-0.0103639426875111,-0.414745954639259,2.13102133644304,0.177130243735679,0.276683056795642,0.817444252104899,1,1,1,0,0
"719",719,1,-1.04247597640287,0.0654573182002423,0.0531536397803499,-0.204806798233314,2.26165721383488,1.01943246065308,0,0,1,1,1
"720",720,0,1.8870161137144,1.53620581649279,0.296668265129133,0.21407071325444,-0.0656292574304615,-0.0393195489449455,0,0,0,0,1
"721",721,1,1.68212988905745,-0.477169665340288,1.68213863909387,2.09137003404832,0.799346706279795,0.24433676928254,0,0,0,1,0
"722",722,1,1.17527289431989,0.397074347113793,-0.137074838971288,-0.751868110139913,-0.246320589784689,2.43384357224034,0,0,0,0,0
"723",723,0,-0.989038313865204,0.424400301629793,-1.02809326686902,0.366926661535007,-0.81176663171168,-0.215897849046437,0,1,0,1,0
"724",724,0,0.476878763825208,0.673713950527197,-0.425559209053917,0.05283774321141,-1.98613666330826,-0.296010139505951,1,1,0,1,0
"725",725,1,-0.0119051719344201,0.719199363886831,0.987063211531659,-0.177991640701804,2.21341047618194,1.10363965217388,0,0,0,0,0
"726",726,0,0.617483028283513,0.642724437051121,-0.157133725243862,-1.04984659743419,-0.908135699983161,1.59538852701718,0,1,1,0,0
"727",727,1,-0.144748983285561,-1.69144779624987,0.433310572533818,0.561360598925918,0.960181620286822,1.20058821959762,1,0,1,0,1
"728",728,1,-0.993738154518923,-0.155371075500298,0.918338544033344,1.87126662165107,1.32532541384975,1.34478369385432,1,0,0,0,0
"729",729,1,-0.125501462920812,1.83974972006765,0.515516099176108,1.4222011017519,-0.0278926448337223,-0.516874699970709,0,0,0,1,1
"730",730,1,0.774694104012626,-0.527239167872812,2.28978977599664,-0.221638365719597,0.373239949342493,1.3466796551351,1,1,1,0,0
"731",731,0,0.530632242751195,0.19155487639718,0.666987571734956,-0.48848898156053,-0.987750313971702,-1.57876072633727,0,1,0,1,0
"732",732,1,0.625292311594352,0.290481856865578,1.01013410963496,-0.135442793575501,0.237431827008685,-1.09740319965228,0,1,1,0,0
"733",733,0,-0.342354648671313,1.40424249547144,-0.739786398090379,-0.143490875143784,0.161780431970531,-1.03391743119391,0,0,0,0,1
"734",734,0,-0.762385938729808,0.00206601476637573,-1.98030298213721,-0.919587121461646,-1.36701630003429,0.692680604281347,0,0,0,0,0
"735",735,1,-0.53132531497763,1.66064671546118,-0.0276734325164019,0.381619590083381,1.71558815625764,0.355505154019993,0,1,0,0,0
"736",736,1,-0.039199781109628,1.52339213342409,0.09887146772129,-0.0866840299349526,-0.426303020549271,-0.0597979872993013,0,0,0,0,0
"737",737,0,-1.08386948236602,0.112404555411698,0.331668988134358,1.3134304660236,-0.904901062368575,0.261430911910736,0,1,0,1,0
"738",738,1,-1.44661144214352,-0.454886774856945,-0.556021978461218,-0.0163931006363129,-0.185265278528956,-0.389728047330099,1,1,1,1,0
"739",739,0,-0.035767360145834,-0.508135466813131,0.17842584038141,1.29568454978848,-1.91437161109915,0.146450751186687,1,1,1,0,0
"740",740,0,-0.42551986066881,0.489099678979904,0.891858263836346,-1.81235929030521,0.720661748887537,0.393876746114355,0,0,1,1,0
"741",741,1,-0.441751519792887,-0.381457144773129,0.383918004418101,-0.133498893418008,0.11764957638764,1.43902529511046,0,1,1,1,0
"742",742,0,0.21749200964937,1.3611074559429,-0.125363086976327,0.220771950934477,0.805278781208276,-1.4975703064227,0,0,0,0,0
"743",743,0,0.985276891432809,-0.14078640916929,0.883607064112131,-0.552083934418564,0.2946007113351,-0.794258677426395,1,0,0,1,0
"744",744,0,1.50128984573178,0.304795111987938,-1.03253211195466,0.318682033663149,-0.967591547009594,-0.869818910166784,0,0,0,0,0
"745",745,1,-2.94985957036672,0.632485216942165,0.100487057302131,1.76458311258736,-1.32680583527097,0.713843941298965,1,1,0,1,0
"746",746,0,-0.184708987355109,-1.06017389971607,0.650078725174315,-0.207761633297588,0.687204327624206,2.2265881410223,0,0,1,0,0
"747",747,0,-0.238158925941013,0.429329670400275,-0.0855901583208236,-0.0422399380930777,0.803311448750142,1.14813972570487,1,0,0,0,0
"748",748,1,0.382050010450005,0.2933353975917,0.307017185953575,-1.51515996270383,-0.67007892010887,1.05191133634426,1,0,1,0,0
"749",749,1,0.13488029197468,1.67911920547323,-0.526020048471359,-1.20945542076571,-0.34445726144343,-0.0535802483187001,0,1,0,0,0
"750",750,1,-0.179727120585929,-1.85523598736605,0.138510714344707,1.6365583729032,1.13968168074887,1.41506390925149,1,0,1,1,0
"751",751,1,1.28523444015681,0.180748508254983,1.46394466846609,0.730757420677552,0.975629093399588,-0.0505400469874045,1,0,1,0,1
"752",752,0,0.18166480774561,0.417283293864699,0.640608257960405,-1.34001736506447,-0.654219480568407,0.553324024116937,0,0,0,1,0
"753",753,0,0.486350023490416,-1.91690426167445,-1.03921231072887,1.01818617951146,-1.86877724309709,-0.101400355523455,1,1,1,1,0
"754",754,0,0.655334765963869,0.208670828819653,-0.283124316643889,-0.373126866010818,1.07468888918492,-1.10545074863528,1,0,0,1,1
"755",755,1,-0.436372762330775,-0.0524099121845533,-1.1366843098869,2.21909857784836,1.52881579257997,0.185023161327088,1,1,0,0,0
"756",756,0,0.737294156666396,0.494334844963878,-1.12755337020769,-0.83188950224099,-0.222418520948024,-0.663958485395347,0,0,0,0,0
"757",757,1,-0.0844559257657598,-0.670699654973204,0.781206928485606,1.86910300487064,0.274078107492944,-0.556610075339971,1,1,0,0,0
"758",758,0,0.681038790820888,-0.946395564354398,-0.877876205927798,-0.590266925235956,-0.59626489600129,0.227951775620493,0,0,1,1,0
"759",759,1,1.15251103208674,-0.712051988918596,-0.661280261276295,-1.19320868330391,0.0130396676610766,0.524515670914656,0,1,1,0,0
"760",760,0,1.17125771656664,1.01819403453919,0.956578852340552,0.25842807976244,-1.09037684341079,-0.364185818274262,1,1,1,0,0
"761",761,0,-0.31461380697361,-0.242540041489186,0.403214074296437,1.64525520358909,-1.81243295990751,1.76491743319962,1,1,1,1,0
"762",762,1,0.864307404704103,0.367842178217614,0.256858173465145,-0.275971426125339,-1.08409189681345,0.997094758022045,1,0,0,0,0
"763",763,1,0.465034447712277,0.0667267997125992,-1.1178268679009,-0.284799756569222,0.0967119219082762,-0.117430715890296,0,0,0,0,0
"764",764,1,-0.736339230906715,0.998875034600694,0.86266754871299,-0.499937861223058,0.289843809927535,0.324542474013348,0,0,0,1,0
"765",765,0,1.50346125543211,-0.0676666813475288,-1.38805638885169,1.41812012139794,-0.292283085534699,-0.421655761271011,0,0,1,1,0
"766",766,1,1.53790886935388,-1.44802599667557,0.311775791972913,-0.0870319797241074,1.35202487961783,0.60261252576144,1,1,1,1,0
"767",767,1,1.02771264490476,0.525834620537556,0.809950991386103,1.42966866063921,1.76358493246773,1.46363644085284,0,1,0,0,0
"768",768,1,1.38437358256464,0.813261555670355,1.92125744634974,0.972688935600341,1.49510553260631,2.36939101376593,1,0,1,1,1
"769",769,0,0.78734233686006,-0.635921740336866,-1.13283840487008,0.445681394185862,-1.15135949037613,0.00291671538923768,0,0,0,1,0
"770",770,0,1.20051945005987,-1.54386092867892,0.245295146234169,-0.281150003846805,-0.283862911141529,-0.502961449920476,0,0,0,1,0
"771",771,0,-0.292765208868128,0.194545973873464,-0.274534871299459,0.00047209577457132,-0.215721412059613,0.331094854654571,1,1,0,1,0
"772",772,0,-0.0137495111766767,-0.514575185414471,-0.443805235796466,0.0577905075612944,-0.724700880220336,-3.69000976113544,1,1,0,0,0
"773",773,0,-0.962435354294677,-0.827864315240335,-0.676108137573876,-0.574234445964713,-0.252566005483127,1.15041024117724,1,1,0,0,0
"774",774,0,0.58437851933132,-1.4263395683892,0.824711725912325,-0.712149203781667,-1.26145098943693,-0.0541910419641122,1,0,1,1,0
"775",775,0,2.67797330972429,0.51315947718547,-1.03987553707434,0.462305173971183,0.694159136479818,0.13456930841806,1,1,1,0,0
"776",776,0,-1.55264248742788,0.439076252842567,0.466460705512059,0.312837663560971,0.0501179456647089,1.48970096626754,0,0,0,1,0
"777",777,0,-0.542624342942344,-0.448704921902216,-0.722675817374805,1.26441604738988,-0.344576168984334,-0.172479815318125,0,1,1,1,0
"778",778,0,1.14144823725177,0.141881003485026,-0.116802171148707,-0.484157503589287,1.36267887613467,-0.61830179916747,1,1,1,0,0
"779",779,1,0.816379537878629,0.179243306413451,-0.541399110136488,0.876897165730411,-0.864275370400789,-0.523079884080196,1,1,1,1,0
"780",780,0,0.215680109903901,0.753665688961022,-0.219798365464304,-0.349608336207192,0.371985182154455,-1.090162867013,1,1,1,1,0
"781",781,0,0.16848420082893,0.537879409605154,-0.35550015316471,-1.22199453009003,-1.96948523875809,0.690168765550739,0,0,0,0,0
"782",782,1,-0.239234643044327,0.515492958394684,0.342475337597744,2.0736971089704,0.933362059681161,0.750987241125994,1,1,0,1,0
"783",783,0,-1.69339352085786,0.456636915685912,0.175250986822566,-2.38816605203174,-1.89418213642962,0.601049965621992,0,0,1,1,0
"784",784,0,-0.141523717896136,0.152900173384033,1.80188178019372,-1.18367373001421,-0.27107937961879,-0.660005071746437,1,1,1,1,0
"785",785,1,0.714077423098527,0.847708692283982,1.98910697512633,-0.625664953232104,2.93689267646366,-0.493023954331801,1,0,1,1,0
"786",786,1,0.224978174886921,2.19760227338578,-0.385060215629119,-0.923151974493703,-0.472456637817667,-0.267592848077178,1,0,1,1,0
"787",787,0,-1.77491218014683,-0.150412796742463,-0.160984544272821,0.701494998930628,-0.243896479096408,-2.35691769336758,1,0,0,0,0
"788",788,1,0.988586559884707,-0.835794882148512,0.244430265663152,1.26240580374937,0.774684780311573,0.39821884052655,1,1,1,1,0
"789",789,0,-0.234577792258405,0.138240657001332,-0.205058832907396,-0.643607138377568,0.108207218188521,1.00806904807127,1,1,0,1,0
"790",790,1,0.590922118221013,-1.72577329518033,-1.49052265909305,-1.29727771545473,-0.344460354967911,0.448474130909046,0,0,1,0,0
"791",791,1,-0.722737078251498,-0.0834275013000909,-0.998950775631218,0.18564242143166,-0.316880676583656,-0.550710858210422,1,0,0,0,0
"792",792,0,1.09627385147785,0.40759761823121,-0.514422285436241,0.580172034169197,-1.76383833471234,-0.109586829960528,1,0,0,0,0
"793",793,0,-0.0829188855814117,-0.409188035400489,-1.02800610859054,-1.09006272180778,-0.617594165158679,0.0561747771981836,1,0,0,0,0
"794",794,0,0.0699652320542936,-0.0620393830787235,-1.57249081634852,0.801816731159152,-0.211321139984341,-0.332012863193403,1,1,1,1,0
"795",795,0,0.0327080817389227,0.212415068178644,0.622877334548178,0.627563296172442,-1.28676063959775,0.40962777910554,1,1,1,1,0
"796",796,0,-2.17348427577749,-0.037029726859866,-0.611894177679349,0.294376996294211,-2.09926009680726,1.47755333081847,1,0,0,0,0
"797",797,1,0.24989998461644,1.01625206722076,0.771049404564961,1.7666516919926,-0.378020394261299,0.644873174539441,0,1,1,0,0
"798",798,1,0.360396210390596,0.829888226477974,-0.769224605459896,-0.258266381476599,-0.741582487455613,-0.645921430571055,0,1,0,1,0
"799",799,1,-0.0250182396692534,0.412682021034303,0.060808411659465,1.84770130153345,0.872860010851296,0.85338298383125,1,1,0,0,0
"800",800,1,-0.784473533528275,0.0849343971066899,0.877956647151752,-1.30718584073688,0.167109802983476,1.00630669411193,0,0,0,1,0
"801",801,1,-1.50635707045131,0.335521528673685,1.2717935509355,-1.11947619604894,1.53498041760993,1.46247110308005,1,1,1,0,0
"802",802,0,0.649572665352432,-0.0384114235256066,-0.353723545150054,1.96054863523226,-1.83135979806087,-0.344287392296397,0,0,1,0,0
"803",803,1,-0.866000067617145,-0.589468146930182,0.692462739504834,3.28452296421847,0.682450929073997,2.56312446114245,1,1,1,1,0
"804",804,1,-0.434132017963288,-0.54824663315092,2.51320787917416,1.13750440017176,1.87361236960873,0.695389867625872,1,0,0,0,0
"805",805,1,0.315577004889866,-0.597708776942604,0.908619020615675,-2.447043869681,1.18594870278368,0.61430075725946,0,1,1,0,0
"806",806,1,0.235400300750588,-2.68303612064102,1.62221046823636,1.21910936531676,-1.11355609303043,0.713130660973654,1,1,0,0,0
"807",807,0,-0.289085490067843,-1.68137671682915,-2.74515881410679,-2.09481756669947,-0.650859577037002,-0.307439785165656,0,0,0,1,0
"808",808,1,-1.20868052196463,1.45859403222471,0.985071277662169,-0.69110149693109,-0.694306428534861,-0.435754339015797,0,0,1,0,0
"809",809,1,1.36024811102086,-0.429560405306807,-0.584008799113307,-0.393146873233478,-0.396677998441513,0.249899924378121,1,0,1,1,0
"810",810,0,-1.6400654946528,-0.159812402806021,2.00040508782328,0.188232156591944,0.902547724600566,-1.1710919188793,1,0,0,1,1
"811",811,0,0.194231519417966,0.0159336766857586,0.684785931796402,1.08225721024816,0.1116222293423,0.96579116651251,1,1,1,0,0
"812",812,1,-0.439538300158943,-0.717916827366337,-1.25020056148206,-0.0555382565437562,0.728103935228413,0.220202304216291,0,0,0,1,0
